config_id,split,path,n_cells,is_perturbation,perturbation_type
base_003308,train,train/base_003308.npz,490,False,
base_003309,train,train/base_003309.npz,85,False,
base_003310,train,train/base_003310.npz,150,False,
base_003311,train,train/base_003311.npz,63,False,
base_003312,train,train/base_003312.npz,41,False,
base_003313,train,train/base_003313.npz,261,False,
base_003314,train,train/base_003314.npz,64,False,
base_003315,train,train/base_003315.npz,118,False,
base_003316,train,train/base_003316.npz,85,False,
base_003317,train,train/base_003317.npz,40,False,
base_003318,train,train/base_003318.npz,85,False,
base_003319,train,train/base_003319.npz,216,False,
base_003320,train,train/base_003320.npz,320,False,
base_003321,train,train/base_003321.npz,150,False,
base_003322,train,train/base_003322.npz,45,False,
base_003323,train,train/base_003323.npz,45,False,
base_003324,train,train/base_003324.npz,91,False,
base_003325,train,train/base_003325.npz,304,False,
base_003326,train,train/base_003326.npz,149,False,
base_003327,train,train/base_003327.npz,120,False,
base_003328,train,train/base_003328.npz,138,False,
base_003329,train,train/base_003329.npz,64,False,
base_003330,train,train/base_003330.npz,359,False,
base_003331,train,train/base_003331.npz,116,False,
base_003332,train,train/base_003332.npz,92,False,
base_003333,train,train/base_003333.npz,232,False,
base_003334,train,train/base_003334.npz,477,False,
base_003335,train,train/base_003335.npz,160,False,
base_003336,train,train/base_003336.npz,138,False,
base_003337,train,train/base_003337.npz,182,False,
base_003338,train,train/base_003338.npz,59,False,
base_003339,train,train/base_003339.npz,45,False,
base_003340,train,train/base_003340.npz,41,False,
base_003341,train,train/base_003341.npz,150,False,
base_003342,train,train/base_003342.npz,63,False,
base_003343,train,train/base_003343.npz,232,False,
base_003344,train,train/base_003344.npz,418,False,
base_003345,train,train/base_003345.npz,262,False,
base_003346,train,train/base_003346.npz,177,False,
base_003347,train,train/base_003347.npz,118,False,
base_003348,train,train/base_003348.npz,476,False,
base_003349,train,train/base_003349.npz,63,False,
base_003350,train,train/base_003350.npz,63,False,
base_003351,train,train/base_003351.npz,366,False,
base_003352,train,train/base_003352.npz,91,False,
base_003353,train,train/base_003353.npz,45,False,
base_003354,train,train/base_003354.npz,91,False,
base_003355,train,train/base_003355.npz,149,False,
base_003356,train,train/base_003356.npz,232,False,
base_003357,train,train/base_003357.npz,421,False,
base_003358,train,train/base_003358.npz,85,False,
base_003359,train,train/base_003359.npz,118,False,
base_003360,train,train/base_003360.npz,255,False,
base_003361,train,train/base_003361.npz,356,False,
base_003362,train,train/base_003362.npz,116,False,
base_003363,train,train/base_003363.npz,262,False,
base_003364,train,train/base_003364.npz,149,False,
base_003365,train,train/base_003365.npz,63,False,
base_003366,train,train/base_003366.npz,64,False,
base_003367,train,train/base_003367.npz,232,False,
base_003368,train,train/base_003368.npz,261,False,
base_003369,train,train/base_003369.npz,63,False,
base_003370,train,train/base_003370.npz,150,False,
base_003371,train,train/base_003371.npz,41,False,
base_003372,train,train/base_003372.npz,109,False,
base_003373,train,train/base_003373.npz,275,False,
base_003374,train,train/base_003374.npz,182,False,
base_003375,train,train/base_003375.npz,332,False,
base_003376,train,train/base_003376.npz,216,False,
base_003377,train,train/base_003377.npz,45,False,
base_003378,train,train/base_003378.npz,216,False,
base_003379,train,train/base_003379.npz,138,False,
base_003380,train,train/base_003380.npz,180,False,
base_003381,train,train/base_003381.npz,433,False,
base_003382,train,train/base_003382.npz,116,False,
base_003383,train,train/base_003383.npz,421,False,
base_003384,train,train/base_003384.npz,216,False,
base_003385,train,train/base_003385.npz,138,False,
base_003386,train,train/base_003386.npz,232,False,
base_003387,train,train/base_003387.npz,182,False,
base_003388,train,train/base_003388.npz,182,False,
base_003389,train,train/base_003389.npz,175,False,
base_003390,train,train/base_003390.npz,91,False,
base_003391,train,train/base_003391.npz,138,False,
base_003392,train,train/base_003392.npz,357,False,
base_003393,train,train/base_003393.npz,64,False,
base_003394,train,train/base_003394.npz,180,False,
base_003395,train,train/base_003395.npz,138,False,
base_003396,train,train/base_003396.npz,255,False,
base_003397,train,train/base_003397.npz,92,False,
base_003398,train,train/base_003398.npz,149,False,
base_003399,train,train/base_003399.npz,91,False,
base_003400,train,train/base_003400.npz,150,False,
base_003401,train,train/base_003401.npz,216,False,
base_003402,train,train/base_003402.npz,116,False,
base_003403,train,train/base_003403.npz,150,False,
base_003404,train,train/base_003404.npz,91,False,
base_003405,train,train/base_003405.npz,177,False,
base_003406,train,train/base_003406.npz,367,False,
base_003407,train,train/base_003407.npz,476,False,
base_003408,train,train/base_003408.npz,232,False,
base_003409,train,train/base_003409.npz,255,False,
base_003410,train,train/base_003410.npz,60,False,
base_003411,train,train/base_003411.npz,41,False,
base_003412,train,train/base_003412.npz,116,False,
base_003413,train,train/base_003413.npz,85,False,
base_003414,train,train/base_003414.npz,116,False,
base_003415,train,train/base_003415.npz,63,False,
base_003416,train,train/base_003416.npz,45,False,
base_003417,train,train/base_003417.npz,255,False,
base_003418,train,train/base_003418.npz,59,False,
base_003419,train,train/base_003419.npz,304,False,
base_003420,train,train/base_003420.npz,304,False,
base_003421,train,train/base_003421.npz,366,False,
base_003422,train,train/base_003422.npz,232,False,
base_003423,train,train/base_003423.npz,116,False,
base_003424,train,train/base_003424.npz,40,False,
base_003425,train,train/base_003425.npz,368,False,
base_003426,train,train/base_003426.npz,60,False,
base_003427,train,train/base_003427.npz,63,False,
base_003428,train,train/base_003428.npz,60,False,
base_003429,train,train/base_003429.npz,60,False,
base_003430,train,train/base_003430.npz,332,False,
base_003431,train,train/base_003431.npz,150,False,
base_003432,train,train/base_003432.npz,367,False,
base_003433,train,train/base_003433.npz,232,False,
base_003434,train,train/base_003434.npz,173,False,
base_003435,train,train/base_003435.npz,232,False,
base_003436,train,train/base_003436.npz,150,False,
base_003437,train,train/base_003437.npz,304,False,
base_003438,train,train/base_003438.npz,64,False,
base_003439,train,train/base_003439.npz,41,False,
base_003440,train,train/base_003440.npz,68,False,
base_003441,train,train/base_003441.npz,40,False,
base_003442,train,train/base_003442.npz,85,False,
base_003443,train,train/base_003443.npz,305,False,
base_003444,train,train/base_003444.npz,173,False,
base_003445,train,train/base_003445.npz,304,False,
base_003446,train,train/base_003446.npz,359,False,
base_003447,train,train/base_003447.npz,432,False,
base_003448,train,train/base_003448.npz,432,False,
base_003449,train,train/base_003449.npz,160,False,
base_003450,train,train/base_003450.npz,261,False,
base_003451,train,train/base_003451.npz,320,False,
base_003452,train,train/base_003452.npz,216,False,
base_003453,train,train/base_003453.npz,477,False,
base_003454,train,train/base_003454.npz,120,False,
base_003455,train,train/base_003455.npz,59,False,
base_003456,train,train/base_003456.npz,477,False,
base_003457,train,train/base_003457.npz,63,False,
base_003458,train,train/base_003458.npz,366,False,
base_003459,train,train/base_003459.npz,471,False,
base_003460,train,train/base_003460.npz,85,False,
base_003461,train,train/base_003461.npz,59,False,
base_003462,train,train/base_003462.npz,63,False,
base_003463,train,train/base_003463.npz,120,False,
base_003464,train,train/base_003464.npz,262,False,
base_003465,train,train/base_003465.npz,45,False,
base_003466,train,train/base_003466.npz,182,False,
base_003467,train,train/base_003467.npz,138,False,
base_003468,train,train/base_003468.npz,85,False,
base_003469,train,train/base_003469.npz,85,False,
base_003470,train,train/base_003470.npz,368,False,
base_003471,train,train/base_003471.npz,182,False,
base_003472,train,train/base_003472.npz,180,False,
base_003473,train,train/base_003473.npz,150,False,
base_003474,train,train/base_003474.npz,359,False,
base_003475,train,train/base_003475.npz,60,False,
base_003476,train,train/base_003476.npz,45,False,
base_003477,train,train/base_003477.npz,120,False,
base_003478,train,train/base_003478.npz,368,False,
base_003479,train,train/base_003479.npz,116,False,
base_003480,train,train/base_003480.npz,121,False,
base_003481,train,train/base_003481.npz,64,False,
base_003482,train,train/base_003482.npz,60,False,
base_003483,train,train/base_003483.npz,85,False,
base_003484,train,train/base_003484.npz,232,False,
base_003485,train,train/base_003485.npz,180,False,
base_003486,train,train/base_003486.npz,149,False,
base_003487,train,train/base_003487.npz,60,False,
base_003488,train,train/base_003488.npz,319,False,
base_003489,train,train/base_003489.npz,116,False,
base_003490,train,train/base_003490.npz,276,False,
base_003491,train,train/base_003491.npz,320,False,
base_003492,train,train/base_003492.npz,160,False,
base_003493,train,train/base_003493.npz,320,False,
base_003494,train,train/base_003494.npz,476,False,
base_003495,train,train/base_003495.npz,45,False,
base_003496,train,train/base_003496.npz,261,False,
base_003497,train,train/base_003497.npz,183,False,
base_003498,train,train/base_003498.npz,63,False,
base_003499,train,train/base_003499.npz,41,False,
base_003500,train,train/base_003500.npz,85,False,
base_003501,train,train/base_003501.npz,476,False,
base_003502,train,train/base_003502.npz,305,False,
base_003503,train,train/base_003503.npz,232,False,
base_003504,train,train/base_003504.npz,320,False,
base_003505,train,train/base_003505.npz,45,False,
base_003506,train,train/base_003506.npz,120,False,
base_003507,train,train/base_003507.npz,490,False,
base_003508,train,train/base_003508.npz,149,False,
base_003509,train,train/base_003509.npz,150,False,
base_003510,train,train/base_003510.npz,216,False,
base_003511,train,train/base_003511.npz,304,False,
base_003512,train,train/base_003512.npz,45,False,
base_003513,train,train/base_003513.npz,432,False,
base_003514,train,train/base_003514.npz,85,False,
base_003515,train,train/base_003515.npz,45,False,
base_003516,train,train/base_003516.npz,121,False,
base_003517,train,train/base_003517.npz,416,False,
base_003518,train,train/base_003518.npz,68,False,
base_003519,train,train/base_003519.npz,368,False,
base_003520,train,train/base_003520.npz,417,False,
base_003521,train,train/base_003521.npz,92,False,
base_003522,train,train/base_003522.npz,180,False,
base_003523,train,train/base_003523.npz,261,False,
base_003524,train,train/base_003524.npz,85,False,
base_003525,train,train/base_003525.npz,232,False,
base_003526,train,train/base_003526.npz,85,False,
base_003527,train,train/base_003527.npz,120,False,
base_003528,train,train/base_003528.npz,490,False,
base_003529,train,train/base_003529.npz,91,False,
base_003530,train,train/base_003530.npz,359,False,
base_003531,train,train/base_003531.npz,45,False,
base_003532,train,train/base_003532.npz,118,False,
base_003533,train,train/base_003533.npz,120,False,
base_003534,train,train/base_003534.npz,64,False,
base_003535,train,train/base_003535.npz,216,False,
base_003536,train,train/base_003536.npz,63,False,
base_003537,train,train/base_003537.npz,40,False,
base_003538,train,train/base_003538.npz,45,False,
base_003539,train,train/base_003539.npz,181,False,
base_003540,train,train/base_003540.npz,180,False,
base_003541,train,train/base_003541.npz,320,False,
base_003542,train,train/base_003542.npz,276,False,
base_003543,train,train/base_003543.npz,320,False,
base_003544,train,train/base_003544.npz,158,False,
base_003545,train,train/base_003545.npz,121,False,
base_003546,train,train/base_003546.npz,177,False,
base_003547,train,train/base_003547.npz,85,False,
base_003548,train,train/base_003548.npz,63,False,
base_003549,train,train/base_003549.npz,150,False,
base_003550,train,train/base_003550.npz,158,False,
base_003551,train,train/base_003551.npz,64,False,
base_003552,train,train/base_003552.npz,160,False,
base_003553,train,train/base_003553.npz,183,False,
base_003554,train,train/base_003554.npz,41,False,
base_003555,train,train/base_003555.npz,45,False,
base_003556,train,train/base_003556.npz,262,False,
base_003557,train,train/base_003557.npz,415,False,
base_003558,train,train/base_003558.npz,216,False,
base_003559,train,train/base_003559.npz,332,False,
base_003560,train,train/base_003560.npz,421,False,
base_003561,train,train/base_003561.npz,59,False,
base_003562,train,train/base_003562.npz,262,False,
base_003563,train,train/base_003563.npz,64,False,
base_003564,train,train/base_003564.npz,60,False,
base_003565,train,train/base_003565.npz,255,False,
base_003566,train,train/base_003566.npz,320,False,
base_003567,train,train/base_003567.npz,174,False,
base_003568,train,train/base_003568.npz,59,False,
base_003569,train,train/base_003569.npz,120,False,
base_003570,train,train/base_003570.npz,138,False,
base_003571,train,train/base_003571.npz,68,False,
base_003572,train,train/base_003572.npz,63,False,
base_003573,train,train/base_003573.npz,232,False,
base_003574,train,train/base_003574.npz,64,False,
base_003575,train,train/base_003575.npz,63,False,
base_003576,train,train/base_003576.npz,367,False,
base_003577,train,train/base_003577.npz,60,False,
base_003578,train,train/base_003578.npz,476,False,
base_003579,train,train/base_003579.npz,173,False,
base_003580,train,train/base_003580.npz,416,False,
base_003581,train,train/base_003581.npz,417,False,
base_003582,train,train/base_003582.npz,421,False,
base_003583,train,train/base_003583.npz,91,False,
base_003584,train,train/base_003584.npz,460,False,
base_003585,train,train/base_003585.npz,92,False,
base_003586,train,train/base_003586.npz,356,False,
base_003587,train,train/base_003587.npz,356,False,
base_003588,train,train/base_003588.npz,138,False,
base_003589,train,train/base_003589.npz,261,False,
base_003590,train,train/base_003590.npz,175,False,
base_003591,train,train/base_003591.npz,45,False,
base_003592,train,train/base_003592.npz,64,False,
base_003593,train,train/base_003593.npz,359,False,
base_003594,train,train/base_003594.npz,183,False,
base_003595,train,train/base_003595.npz,319,False,
base_003596,train,train/base_003596.npz,150,False,
base_003597,train,train/base_003597.npz,63,False,
base_003598,train,train/base_003598.npz,116,False,
base_003599,train,train/base_003599.npz,68,False,
base_003600,train,train/base_003600.npz,59,False,
base_003601,train,train/base_003601.npz,41,False,
base_003602,train,train/base_003602.npz,64,False,
base_003603,train,train/base_003603.npz,59,False,
base_003604,train,train/base_003604.npz,359,False,
base_003605,train,train/base_003605.npz,45,False,
base_003606,train,train/base_003606.npz,63,False,
base_003607,train,train/base_003607.npz,261,False,
base_003608,train,train/base_003608.npz,85,False,
base_003609,train,train/base_003609.npz,85,False,
base_003610,train,train/base_003610.npz,216,False,
base_003611,train,train/base_003611.npz,116,False,
base_003612,train,train/base_003612.npz,232,False,
base_003613,train,train/base_003613.npz,41,False,
base_003614,train,train/base_003614.npz,116,False,
base_003615,train,train/base_003615.npz,149,False,
base_003616,train,train/base_003616.npz,63,False,
base_003617,train,train/base_003617.npz,262,False,
base_003618,train,train/base_003618.npz,150,False,
base_003619,train,train/base_003619.npz,160,False,
base_003620,train,train/base_003620.npz,116,False,
base_003621,train,train/base_003621.npz,116,False,
base_003622,train,train/base_003622.npz,149,False,
base_003623,train,train/base_003623.npz,160,False,
base_003624,train,train/base_003624.npz,182,False,
base_003625,train,train/base_003625.npz,366,False,
base_003626,train,train/base_003626.npz,304,False,
base_003627,train,train/base_003627.npz,138,False,
base_003628,train,train/base_003628.npz,92,False,
base_003629,train,train/base_003629.npz,63,False,
base_003630,train,train/base_003630.npz,41,False,
base_003631,train,train/base_003631.npz,91,False,
base_003632,train,train/base_003632.npz,41,False,
base_003633,train,train/base_003633.npz,359,False,
base_003634,train,train/base_003634.npz,116,False,
base_003635,train,train/base_003635.npz,85,False,
base_003636,train,train/base_003636.npz,40,False,
base_003637,train,train/base_003637.npz,262,False,
base_003638,train,train/base_003638.npz,232,False,
base_003639,train,train/base_003639.npz,359,False,
base_003640,train,train/base_003640.npz,149,False,
base_003641,train,train/base_003641.npz,366,False,
base_003642,train,train/base_003642.npz,421,False,
base_003643,train,train/base_003643.npz,91,False,
base_003644,train,train/base_003644.npz,150,False,
base_003645,train,train/base_003645.npz,63,False,
base_003646,train,train/base_003646.npz,85,False,
base_003647,train,train/base_003647.npz,232,False,
base_003648,train,train/base_003648.npz,63,False,
base_003649,train,train/base_003649.npz,262,False,
base_003650,train,train/base_003650.npz,359,False,
base_003651,train,train/base_003651.npz,64,False,
base_003652,train,train/base_003652.npz,63,False,
base_003653,train,train/base_003653.npz,261,False,
base_003654,train,train/base_003654.npz,85,False,
base_003655,train,train/base_003655.npz,320,False,
base_003656,train,train/base_003656.npz,116,False,
base_003657,train,train/base_003657.npz,232,False,
base_003658,train,train/base_003658.npz,41,False,
base_003659,train,train/base_003659.npz,359,False,
base_003660,train,train/base_003660.npz,116,False,
base_003661,train,train/base_003661.npz,180,False,
base_003662,train,train/base_003662.npz,63,False,
base_003663,train,train/base_003663.npz,418,False,
base_003664,train,train/base_003664.npz,232,False,
base_003665,train,train/base_003665.npz,41,False,
base_003666,train,train/base_003666.npz,216,False,
base_003667,train,train/base_003667.npz,158,False,
base_003668,train,train/base_003668.npz,138,False,
base_003669,train,train/base_003669.npz,45,False,
base_003670,train,train/base_003670.npz,138,False,
base_003671,train,train/base_003671.npz,366,False,
base_003672,train,train/base_003672.npz,359,False,
base_003673,train,train/base_003673.npz,92,False,
base_003674,train,train/base_003674.npz,477,False,
base_003675,train,train/base_003675.npz,477,False,
base_003676,train,train/base_003676.npz,320,False,
base_003677,train,train/base_003677.npz,150,False,
base_003678,train,train/base_003678.npz,40,False,
base_003679,train,train/base_003679.npz,275,False,
base_003680,train,train/base_003680.npz,193,False,
base_003681,train,train/base_003681.npz,216,False,
base_003682,train,train/base_003682.npz,262,False,
base_003683,train,train/base_003683.npz,359,False,
base_003684,train,train/base_003684.npz,150,False,
base_003685,train,train/base_003685.npz,180,False,
base_003686,train,train/base_003686.npz,85,False,
base_003687,train,train/base_003687.npz,150,False,
base_003688,train,train/base_003688.npz,461,False,
base_003689,train,train/base_003689.npz,91,False,
base_003690,train,train/base_003690.npz,41,False,
base_003691,train,train/base_003691.npz,276,False,
base_003692,train,train/base_003692.npz,120,False,
base_003693,train,train/base_003693.npz,109,False,
base_003694,train,train/base_003694.npz,92,False,
base_003695,train,train/base_003695.npz,276,False,
base_003696,train,train/base_003696.npz,63,False,
base_003697,train,train/base_003697.npz,64,False,
base_003698,train,train/base_003698.npz,40,False,
base_003699,train,train/base_003699.npz,150,False,
base_003700,train,train/base_003700.npz,85,False,
base_003701,train,train/base_003701.npz,182,False,
base_003702,train,train/base_003702.npz,62,False,
base_003703,train,train/base_003703.npz,173,False,
base_003704,train,train/base_003704.npz,490,False,
base_003705,train,train/base_003705.npz,477,False,
base_003706,train,train/base_003706.npz,138,False,
base_003707,train,train/base_003707.npz,60,False,
base_003708,train,train/base_003708.npz,118,False,
base_003709,train,train/base_003709.npz,432,False,
base_003710,train,train/base_003710.npz,416,False,
base_003711,train,train/base_003711.npz,366,False,
base_003712,train,train/base_003712.npz,85,False,
base_003713,train,train/base_003713.npz,232,False,
base_003714,train,train/base_003714.npz,432,False,
base_003715,train,train/base_003715.npz,60,False,
base_003716,train,train/base_003716.npz,216,False,
base_003717,train,train/base_003717.npz,149,False,
base_003718,train,train/base_003718.npz,116,False,
base_003719,train,train/base_003719.npz,262,False,
base_003720,train,train/base_003720.npz,116,False,
base_003721,train,train/base_003721.npz,116,False,
base_003722,train,train/base_003722.npz,319,False,
base_003723,train,train/base_003723.npz,260,False,
base_003724,train,train/base_003724.npz,216,False,
base_003725,train,train/base_003725.npz,276,False,
base_003726,train,train/base_003726.npz,182,False,
base_003727,train,train/base_003727.npz,432,False,
base_003728,train,train/base_003728.npz,232,False,
base_003729,train,train/base_003729.npz,476,False,
base_003730,train,train/base_003730.npz,116,False,
base_003731,train,train/base_003731.npz,138,False,
base_003732,train,train/base_003732.npz,91,False,
base_003733,train,train/base_003733.npz,85,False,
base_003734,train,train/base_003734.npz,116,False,
base_003735,train,train/base_003735.npz,41,False,
base_003736,train,train/base_003736.npz,85,False,
base_003737,train,train/base_003737.npz,304,False,
base_003738,train,train/base_003738.npz,276,False,
base_003739,train,train/base_003739.npz,432,False,
base_003740,train,train/base_003740.npz,232,False,
base_003741,train,train/base_003741.npz,320,False,
base_003742,train,train/base_003742.npz,63,False,
base_003743,train,train/base_003743.npz,259,False,
base_003744,train,train/base_003744.npz,63,False,
base_003745,train,train/base_003745.npz,461,False,
base_003746,train,train/base_003746.npz,121,False,
base_003747,train,train/base_003747.npz,416,False,
base_003748,train,train/base_003748.npz,59,False,
base_003749,train,train/base_003749.npz,320,False,
base_003750,train,train/base_003750.npz,320,False,
base_003751,train,train/base_003751.npz,120,False,
base_003752,train,train/base_003752.npz,63,False,
base_003753,train,train/base_003753.npz,40,False,
base_003754,train,train/base_003754.npz,63,False,
base_003755,train,train/base_003755.npz,232,False,
base_003756,train,train/base_003756.npz,216,False,
base_003757,train,train/base_003757.npz,320,False,
base_003758,train,train/base_003758.npz,216,False,
base_003759,train,train/base_003759.npz,320,False,
base_003760,train,train/base_003760.npz,59,False,
base_003761,train,train/base_003761.npz,64,False,
base_003762,train,train/base_003762.npz,261,False,
base_003763,train,train/base_003763.npz,415,False,
base_003764,train,train/base_003764.npz,216,False,
base_003765,train,train/base_003765.npz,160,False,
base_003766,train,train/base_003766.npz,116,False,
base_003767,train,train/base_003767.npz,262,False,
base_003768,train,train/base_003768.npz,41,False,
base_003769,train,train/base_003769.npz,150,False,
base_003770,train,train/base_003770.npz,40,False,
base_003771,train,train/base_003771.npz,121,False,
base_003772,train,train/base_003772.npz,92,False,
base_003773,train,train/base_003773.npz,150,False,
base_003774,train,train/base_003774.npz,368,False,
base_003775,train,train/base_003775.npz,232,False,
base_003776,train,train/base_003776.npz,40,False,
base_003777,train,train/base_003777.npz,232,False,
base_003778,train,train/base_003778.npz,85,False,
base_003779,train,train/base_003779.npz,68,False,
base_003780,train,train/base_003780.npz,60,False,
base_003781,train,train/base_003781.npz,60,False,
base_003782,train,train/base_003782.npz,138,False,
base_003783,train,train/base_003783.npz,120,False,
base_003784,train,train/base_003784.npz,85,False,
base_003785,train,train/base_003785.npz,421,False,
base_003786,train,train/base_003786.npz,92,False,
base_003787,train,train/base_003787.npz,116,False,
base_003788,train,train/base_003788.npz,120,False,
base_003789,train,train/base_003789.npz,150,False,
base_003790,train,train/base_003790.npz,416,False,
base_003791,train,train/base_003791.npz,368,False,
base_003792,train,train/base_003792.npz,85,False,
base_003793,train,train/base_003793.npz,320,False,
base_003794,train,train/base_003794.npz,92,False,
base_003795,train,train/base_003795.npz,45,False,
base_003796,train,train/base_003796.npz,261,False,
base_003797,train,train/base_003797.npz,41,False,
base_003798,train,train/base_003798.npz,149,False,
base_003799,train,train/base_003799.npz,121,False,
base_003800,train,train/base_003800.npz,366,False,
base_003801,train,train/base_003801.npz,85,False,
base_003802,train,train/base_003802.npz,120,False,
base_003803,train,train/base_003803.npz,85,False,
base_003804,train,train/base_003804.npz,41,False,
base_003805,train,train/base_003805.npz,359,False,
base_003806,train,train/base_003806.npz,63,False,
base_003807,train,train/base_003807.npz,41,False,
base_003808,train,train/base_003808.npz,150,False,
base_003809,train,train/base_003809.npz,160,False,
base_003810,train,train/base_003810.npz,63,False,
base_003811,train,train/base_003811.npz,173,False,
base_003812,train,train/base_003812.npz,180,False,
base_003813,train,train/base_003813.npz,356,False,
base_003814,train,train/base_003814.npz,332,False,
base_003815,train,train/base_003815.npz,477,False,
base_003816,train,train/base_003816.npz,262,False,
base_003817,train,train/base_003817.npz,41,False,
base_003818,train,train/base_003818.npz,421,False,
base_003819,train,train/base_003819.npz,320,False,
base_003820,train,train/base_003820.npz,64,False,
base_003821,train,train/base_003821.npz,60,False,
base_003822,train,train/base_003822.npz,45,False,
base_003823,train,train/base_003823.npz,45,False,
base_003824,train,train/base_003824.npz,181,False,
base_003825,train,train/base_003825.npz,461,False,
base_003826,train,train/base_003826.npz,320,False,
base_003827,train,train/base_003827.npz,60,False,
base_003828,train,train/base_003828.npz,120,False,
base_003829,train,train/base_003829.npz,45,False,
base_003830,train,train/base_003830.npz,85,False,
base_003831,train,train/base_003831.npz,85,False,
base_003832,train,train/base_003832.npz,261,False,
base_003833,train,train/base_003833.npz,368,False,
base_003834,train,train/base_003834.npz,232,False,
base_003835,train,train/base_003835.npz,150,False,
base_003836,train,train/base_003836.npz,232,False,
base_003837,train,train/base_003837.npz,304,False,
base_003838,train,train/base_003838.npz,138,False,
base_003839,train,train/base_003839.npz,232,False,
base_003840,train,train/base_003840.npz,150,False,
base_003841,train,train/base_003841.npz,356,False,
base_003842,train,train/base_003842.npz,432,False,
base_003843,train,train/base_003843.npz,232,False,
base_003844,train,train/base_003844.npz,356,False,
base_003845,train,train/base_003845.npz,433,False,
base_003846,train,train/base_003846.npz,91,False,
base_003847,train,train/base_003847.npz,216,False,
base_003848,train,train/base_003848.npz,121,False,
base_003849,train,train/base_003849.npz,40,False,
base_003850,train,train/base_003850.npz,433,False,
base_003851,train,train/base_003851.npz,261,False,
base_003852,train,train/base_003852.npz,138,False,
base_003853,train,train/base_003853.npz,180,False,
base_003854,train,train/base_003854.npz,91,False,
base_003855,train,train/base_003855.npz,63,False,
base_003856,train,train/base_003856.npz,182,False,
base_003857,train,train/base_003857.npz,368,False,
base_003858,train,train/base_003858.npz,85,False,
base_003859,train,train/base_003859.npz,59,False,
base_003860,train,train/base_003860.npz,332,False,
base_003861,train,train/base_003861.npz,359,False,
base_003862,train,train/base_003862.npz,216,False,
base_003863,train,train/base_003863.npz,255,False,
base_003864,train,train/base_003864.npz,116,False,
base_003865,train,train/base_003865.npz,183,False,
base_003866,train,train/base_003866.npz,471,False,
base_003867,train,train/base_003867.npz,174,False,
base_003868,train,train/base_003868.npz,91,False,
base_003869,train,train/base_003869.npz,116,False,
base_003870,train,train/base_003870.npz,368,False,
base_003871,train,train/base_003871.npz,276,False,
base_003872,train,train/base_003872.npz,476,False,
base_003873,train,train/base_003873.npz,40,False,
base_003874,train,train/base_003874.npz,232,False,
base_003875,train,train/base_003875.npz,160,False,
base_003876,train,train/base_003876.npz,359,False,
base_003877,train,train/base_003877.npz,181,False,
base_003878,train,train/base_003878.npz,180,False,
base_003879,train,train/base_003879.npz,149,False,
base_003880,train,train/base_003880.npz,173,False,
base_003881,train,train/base_003881.npz,262,False,
base_003882,train,train/base_003882.npz,60,False,
base_003883,train,train/base_003883.npz,40,False,
base_003884,train,train/base_003884.npz,216,False,
base_003885,train,train/base_003885.npz,116,False,
base_003886,train,train/base_003886.npz,320,False,
base_003887,train,train/base_003887.npz,216,False,
base_003888,train,train/base_003888.npz,173,False,
base_003889,train,train/base_003889.npz,461,False,
base_003890,train,train/base_003890.npz,368,False,
base_003891,train,train/base_003891.npz,366,False,
base_003892,train,train/base_003892.npz,305,False,
base_003893,train,train/base_003893.npz,63,False,
base_003894,train,train/base_003894.npz,63,False,
base_003895,train,train/base_003895.npz,367,False,
base_003896,train,train/base_003896.npz,45,False,
base_003897,train,train/base_003897.npz,416,False,
base_003898,train,train/base_003898.npz,276,False,
base_003899,train,train/base_003899.npz,461,False,
base_003900,train,train/base_003900.npz,416,False,
base_003901,train,train/base_003901.npz,432,False,
base_003902,train,train/base_003902.npz,149,False,
base_003903,train,train/base_003903.npz,232,False,
base_003904,train,train/base_003904.npz,216,False,
base_003905,train,train/base_003905.npz,118,False,
base_003906,train,train/base_003906.npz,63,False,
base_003907,train,train/base_003907.npz,85,False,
base_003908,train,train/base_003908.npz,150,False,
base_003909,train,train/base_003909.npz,121,False,
base_003910,train,train/base_003910.npz,120,False,
base_003911,train,train/base_003911.npz,232,False,
base_003912,train,train/base_003912.npz,149,False,
base_003913,train,train/base_003913.npz,41,False,
base_003914,train,train/base_003914.npz,41,False,
base_003915,train,train/base_003915.npz,150,False,
base_003916,train,train/base_003916.npz,160,False,
base_003917,train,train/base_003917.npz,60,False,
base_003918,train,train/base_003918.npz,63,False,
base_003919,train,train/base_003919.npz,45,False,
base_003920,train,train/base_003920.npz,275,False,
base_003921,train,train/base_003921.npz,175,False,
base_003922,train,train/base_003922.npz,366,False,
base_003923,train,train/base_003923.npz,41,False,
base_003924,train,train/base_003924.npz,64,False,
base_003925,train,train/base_003925.npz,85,False,
base_003926,train,train/base_003926.npz,40,False,
base_003927,train,train/base_003927.npz,416,False,
base_003928,train,train/base_003928.npz,59,False,
base_003929,train,train/base_003929.npz,116,False,
base_003930,train,train/base_003930.npz,91,False,
base_003931,train,train/base_003931.npz,41,False,
base_003932,train,train/base_003932.npz,490,False,
base_003933,train,train/base_003933.npz,45,False,
base_003934,train,train/base_003934.npz,368,False,
base_003935,train,train/base_003935.npz,261,False,
base_003936,train,train/base_003936.npz,367,False,
base_003937,train,train/base_003937.npz,40,False,
base_003938,train,train/base_003938.npz,359,False,
base_003939,train,train/base_003939.npz,91,False,
base_003940,train,train/base_003940.npz,120,False,
base_003941,train,train/base_003941.npz,366,False,
base_003942,train,train/base_003942.npz,91,False,
